,,model,group,stimulus,parsed_sent,sent,human_judgment,,tregex_judgment
402,174,bart-finetune,gap_adjunct,%% why a %% no one has ever thought about.,"(S (S (NP (NP (PRP It))) (VP (VBZ 's) (RB not) (ADJP (JJ hard)) (S (VP (TO to) (VP (VB imagine) (SBAR (WHADVP (WRB why)) (S (NP (DT a) (NN person)) (VP (MD would) (VP (VB do) (NP (NP (NN something)) (PP (IN like) (NP (DT that))))))))))))) (, ,) (CC and) (S (NP (PRP it)) (VP (VBZ 's) (NP (NP (NN something)) (SBAR (WHNP (IN that)) (S (NP (DT no) (NN one)) (VP (VBZ has) (ADVP (RB ever)) (VP (VBN thought) (PP (IN about))))))))) (. .))","It's not hard to imagine why a person would do something like that, and it's something that no one has ever thought about.",1,,1
403,315,bart-finetune,gap_adjunct,%% why a %% no one has ever thought about.,"(S (`` ``) (S (NP (DT That)) (VP (VBZ 's) (SBAR (WHADVP (WRB why)) (S (NP (NP (DT a) (NN lot)) (PP (IN of) (NP (NNS people)))) (VP (VBP are) (PP (IN in) (NP (NP (DT the) (NN middle)) (PP (IN of) (NP (DT a) (NN divorce)))))))))) (, ,) ('' '') (NP (PRP he)) (VP (VBD said) (, ,) (S (VP (VBG explaining) (SBAR (IN that) (S (NP (PRP it)) (VP (VBZ is) (NP (NP (DT a) (NN process)) (SBAR (WHNP (IN that)) (S (NP (DT no) (PRP one)) (VP (VBZ has) (ADVP (RB ever)) (VP (VBN thought) (PP (IN about))))))))))))) (. .))","\"" That's why a lot of people are in the middle of a divorce ,""he said, explaining that it is a process that no one has ever thought about.",1,,1
404,510,bart-finetune,gap_obj,%% who the %% the money.,"(SINV (`` ``) (S (NP (PRP They)) (VP (VBP do) (RB n't) (VP (VB know) (SBAR (WHNP (WP who)) (S (NP (DT the) (NN money)) (VP (VBZ is) (VP (VBG coming) (PP (IN from))))))))) (, ,) ('' '') (VP (VBD said)) (NP (NP (DT an) (NN official)) (ADJP (JJ familiar) (PP (IN with) (NP (DT the) (NN issue))))) (, ,) (S (VP (VBG adding) (SBAR (IN that) (S (NP (PRP he)) (VP (VBD did) (RB not) (VP (VB believe) (SBAR (S (NP (DT the) (NNP United) (NNP States)) (VP (VBD was) (VP (VBN entitled) (PP (TO to) (NP (DT the) (NN money))))))))))))) (. .))","\"" They don't know who the money is coming from ,""said an official familiar with the issue, adding that he did not believe the United States was entitled to the money.",1,,1
405,376,bart-finetune,gap_obj,%% who the %% the money.,"(SINV (`` ``) (S (NP (NP (PRP It))) (VP (VBZ 's) (ADJP (JJ difficult)) (S (VP (TO to) (VP (VB know) (PP (IN for) (ADJP (JJ certain))) (SBAR (WHNP (WP who)) (S (NP (DT the) (NN investor)) (VP (VBZ is))))))))) (, ,) ('' '') (VP (VBD said)) (NP (NP (DT the) (NN person)) (PP (IN with) (NP (NP (JJ direct) (NN knowledge)) (PP (IN of) (NP (NP (DT the) (NN company) (POS 's)) (NNS plans))))) (, ,) (SBAR (WHNP (WP who)) (S (VP (VBD declined) (S (VP (TO to) (VP (VB be) (VP (VBN named))))) (SBAR (IN because) (S (NP (PRP he)) (VP (VBD was) (RB not) (VP (VBN authorized) (S (VP (TO to) (VP (VB discuss) (NP (DT the) (NN money))))))))))))) (. .))","\"" It's difficult to know for certain who the investor is ,""said the person with direct knowledge of the company's plans, who declined to be named because he was not authorized to discuss the money.",1,,1
406,128,bart-finetune,gap_obj,%% what the %% a fire.,"(S (`` ``) (S (S (NP (PRP I)) (VP (VBP do) (RB n't) (VP (VB know) (SBAR (WHNP (WP what)) (S (NP (DT the) (NN size)) (VP (VBD was))))))) (, ,) (CC but) (S (NP (PRP it)) (VP (VBD looked) (PP (IN like) (NP (NP (DT a) (NN lot)) (PP (IN of) (NP (NN wood)))))))) (, ,) ('' '') (NP (PRP he)) (VP (VBD said) (PP (IN of) (NP (DT a) (NN fire)))) (. .))","\"" I don't know what the size was, but it looked like a lot of wood ,""he said of a fire.",1,,1
407,432,bart-finetune,gap_obj,%% what the %% a fire.,"(S (`` ``) (S (NP (PRP I)) (VP (VBP do) (RB n't) (VP (VB know) (SBAR (WHNP (WP what)) (S (NP (DT the) (NN answer)) (VP (VBZ is))))))) (, ,) ('' '') (NP (PRP he)) (VP (VBD said) (SBAR (IN as) (S (NP (PRP he)) (VP (VBD walked) (PP (IN by) (NP (NP (DT the) (NN wreckage)) (PP (IN of) (NP (DT a) (NN fire))))))))) (. .))","\"" I don't know what the answer is ,""he said as he walked by the wreckage of a fire.",1,,1
408,252,bart-finetune,gap_phrasal-verb,%% why %% called for.,"(S (`` ``) (S (NP (DT That)) (VP (VBZ is) (SBAR (WHADVP (WRB why)) (S (NP (DT this)) (VP (VBZ is) (ADJP (RB so) (JJ important))))))) (, ,) ('' '') (NP (PRP he)) (VP (VBD said) (, ,) (SBAR (IN as) (IN if) (S (NP (DT that)) (VP (VBD were) (SBAR (WHNP (WP what)) (S (NP (PRP he)) (VP (VBD called) (PP (IN for))))))))) (. .))","\"" That is why this is so important ,""he said, as if that were what he called for.",1,,1
409,304,bart-finetune,gap_phrasal-verb,%% why %% called for.,(S (NP (NP (PRP It))) (VP (VBZ is) (RB not) (ADJP (JJ clear)) (SBAR (WHADVP (WRB why)) (S (NP (DT this) (NN change)) (VP (VBZ has) (RB not) (VP (VBN been) (VP (VBN called) (PP (IN for)))))))) (. .)),It is not clear why this change has not been called for.,1,,1
410,226,bart-finetune,gap_phrasal-verb,%% why %% arrived at.,(S (NP (DT That)) (VP (VBZ is) (SBAR (WHADVP (WRB why)) (S (NP (PRP we)) (VP (VBP are) (ADVP (RB still)) (VP (VBG waiting) (PP (IN for) (NP (NP (DT the) (NNS results)) (PP (IN of) (NP (NP (DT the) (NN investigation)) (SBAR (WHNP (IN that)) (S (NP (PRP we)) (VP (VBP have) (RB not) (ADVP (RB yet)) (VP (VBN arrived) (PP (IN at))))))))))))))) (. .)),That is why we are still waiting for the results of the investigation that we have not yet arrived at.,1,,1
411,104,bart-finetune,gap_phrasal-verb,%% why %% arrived at.,"(S (NP (DT That)) (VP (VBZ 's) (SBAR (WHADVP (WRB why)) (S (NP (PRP it)) (VP (VBD took) (ADVP (RB so) (JJ long)) (S (VP (TO to) (VP (VB figure) (PRT (RP out)) (SBAR (SBAR (WHNP (WP what)) (S (NP (PRP it)) (VP (VBD was) (SBAR (S (NP (PRP we)) (VP (VBD wanted))))))) (, ,) (CC and) (SBAR (WHNP (WP what)) (S (NP (PRP we)) (VP (VBD had) (VP (VBN arrived) (PP (IN at)))))))))))))) (. .))","That's why it took so long to figure out what it was we wanted, and what we had arrived at.",0,,1
412,7,bart-finetune,gap_subj,%% what %% play the flute.,(S (`` ``) (ADVP (RB So)) (SBAR (WHNP (WP what)) (S (NP (PRP we)) (VP (VBP 're) (VP (VBG trying) (S (VP (TO to) (VP (VB do)))))))) (VP (VBZ is) (VP (VB create) (NP (NP (DT a) (NN place)) (SBAR (WHADVP (WRB where)) (S (NP (NNS people)) (VP (MD can) (VP (VB come) (S (VP (TO to) (VP (VB learn) (SBAR (WHADVP (WRB how)) (S (VP (TO to) (VP (VB play) (NP (DT the) (NN flute)))))))))))))))) (. .)),"\"" So what we're trying to do is create a place where people can come to learn how to play the flute.",1,,1
413,16,bart-finetune,gap_subj,%% what %% play the flute.,"(S (`` ``) (S (NP (PRP I)) (VP (VBP do) (RB n't) (VP (VB know) (SBAR (WHNP (WP what)) (S (NP (PRP it)) (VP (VBZ is))))))) (, ,) (CC but) (S (NP (PRP I)) (VP (VBP like) (S (VP (TO to) (VP (VB play) (NP (DT the) (NN flute))))))) (. .))","\"" I don't know what it is, but I like to play the flute.",1,,1
414,204,bart-finetune,gap_subj,%% what %% doesn't know a lot about marine animals.,"(S (S (NP (PRP He)) (VP (VBZ 's) (ADJP (RB very) (JJ knowledgeable) (PP (IN about) (SBAR (WHNP (WP what)) (S (VP (VBZ is) (VP (VBG going) (PRT (RP on)) (PP (IN in) (NP (DT the) (NN world))))))))))) (, ,) (CC but) (S (NP (PRP he)) (VP (VBZ does) (RB n't) (VP (VB know) (NP (NP (DT a) (NN lot)) (PP (IN about) (NP (JJ marine) (NNS animals))))))) (. .))","He's very knowledgeable about what is going on in the world, but he doesn't know a lot about marine animals.",1,,1
415,453,bart-finetune,gap_subj,%% what %% doesn't know a lot about marine animals.,"(S (S (NP (PRP He)) (VP (VBD said) (SBAR (S (NP (PRP he)) (VP (VBD did) (RB not) (VP (VB know) (SBAR (WHNP (WP what)) (S (NP (PRP he)) (VP (VBD was) (VP (VBG getting) (PP (IN into)))))))))))) (, ,) (CC but) (S (NP (NP (PRP it))) (VP (VBD was) (ADJP (JJ obvious)) (SBAR (IN that) (S (NP (PRP he)) (VP (VBZ does) (RB n't) (VP (VB know) (NP (NP (DT a) (NN lot)) (PP (IN about) (NP (JJ marine) (NNS animals)))))))))) (. .))","He said he did not know what he was getting into, but it was obvious that he doesn't know a lot about marine animals.",1,,1
416,44,ilm,agreement_emb-subj-long,%% assume that the farmers %% has %%.,"(S (PP (IN For) (NP (RB now))) (, ,) (NP (PRP I)) (VP (VBP assume) (SBAR (IN that) (S (NP (DT the) (NNS farmers)) (VP (VBP are) (VP (VBG paying) (NP (PRP them)) (NP (DT a) (NN premium)) (SBAR (IN because) (S (NP (DT the) (NN company)) (VP (VBZ has) (VP (VBN been) (PP (IN in) (NP (NN business))) (PP (IN for) (NP (QP (RBR more) (IN than) (CD 15)) (NNS years)))))))))))) (. .))","For now, I assume that the farmers are paying them a premium because the company has been in business for more than 15 years.",1,,1
417,361,ilm,agreement_emb-subj-long,%% assume that the farmers %% has %%.,"(S (NP (PRP You)) (VP (VBP assume) (SBAR (SBAR (IN that) (S (NP (DT the) (NNS farmers)) (VP (VBP are) (VP (VBG doing) (SBAR (WHNP (WP what)) (S (NP (PRP they)) (VP (VBP are) (VP (VBN supposed) (S (VP (TO to) (VP (VB do)))))))))))) (, ,) (CC and) (SBAR (IN that) (S (NP (NN everything)) (VP (VBZ is) (ADJP (JJ fine)) (, ,) (SBAR (IN because) (S (NP (DT the) (NN government)) (VP (VBZ has) (VP (VBN taken) (NP (NN care)) (PP (IN of) (NP (PRP them)))))))))))) (. .))","You assume that the farmers are doing what they are supposed to do, and that everything is fine, because the government has taken care of them.",1,,1
418,468,ilm,agreement_emb-subj-long,%% decide that the reports %% has %%.,"(S (S (NP (NNS Lawmakers)) (VP (MD may) (VP (VB decide) (SBAR (IN that) (S (NP (DT the) (NNS reports)) (VP (VBD belonged) (PP (TO to) (NP (DT the) (JJ executive) (NN branch))))))))) (, ,) (CC but) (S (NP (DT the) (NNP White) (NNP House)) (VP (VBZ has) (RB not) (ADVP (RB yet)) (VP (VBN decided) (SBAR (IN if) (S (NP (NP (DT any)) (PP (IN of) (NP (PRP them)))) (VP (MD should) (VP (VB be) (VP (VBN released))))))))) (. .))","Lawmakers may decide that the reports belonged to the executive branch, but the White House has not yet decided if any of them should be released.",1,,1
419,418,ilm,agreement_emb-subj-long,%% decide that the reports %% has %%.,"(S (NP (DT The) (NNPS Securities) (CC and) (NNP Exchange) (NNP Commission)) (VP (MD will) (ADVP (RB also)) (VP (VB decide) (SBAR (IN that) (S (NP (DT the) (NNS reports)) (, ,) (SBAR (IN if) (FRAG (ADJP (JJ true)))) (, ,) (VP (VBZ has) (NP (DT the) (NN potential) (S (VP (TO to) (VP (VB raise) (NP (NP (JJ new) (NNS doubts)) (PP (IN about) (NP (NP (DT the) (NN fairness) (CC and) (NN independence)) (PP (IN of) (NP (DT the) (NN market))) (PP (IN in) (ADJP (JJ general))))))))))))))) (. .))","The Securities and Exchange Commission will also decide that the reports, if true, has the potential to raise new doubts about the fairness and independence of the market in general.",1,,1
420,380,ilm,agreement_subj-long,The biases that they implicitly bring to %% is %%.,"(S (S (NP (NP (DT The) (NNS biases)) (SBAR (WHNP (IN that)) (S (NP (PRP they)) (ADVP (RB implicitly)) (VP (VBP bring) (PP (TO to) (NP (DT the) (NN table))))))) (VP (VBZ is) (ADJP (JJ hard) (SBAR (S (VP (TO to) (VP (VB see)))))))) (, ,) (CC but) (S (NP (PRP it)) (VP (VBZ 's) (NP (NP (NN something)) (SBAR (S (VP (TO to) (VP (VB ponder)))))))) (. .))","The biases that they implicitly bring to the table is hard to see, but it's something to ponder.",0,,0
421,147,ilm,agreement_subj-long,The biases that they implicitly bring to %% is %%.,(S (NP (NP (DT The) (NNS biases)) (SBAR (WHNP (IN that)) (S (NP (PRP they)) (ADVP (RB implicitly)) (VBP bring) (PP (TO to) (NP (PRP$ their) (NNS games)))))) (VP (VBP are) (ADVP (RB simply)) (RB not) (ADJP (JJ consistent) (RB enough) (S (VP (TO to) (VP (VB give) (NP (NNS judges)) (NP (DT the) (NN impression) (SBAR (IN that) (S (NP (NP (DT the) (NN difference)) (PP (IN between) (NP (NP (NP (DT a) (NN player) (POS 's)) (NN performance)) (CC and) (NP (NP (NP (DT a) (NN player) (POS 's)) (NN performance)) (PP (IN in) (NP (DT a) (JJ specific) (NN area))))))) (VP (VBZ is) (ADJP (JJ minimal))))))))))) (. .)),The biases that they implicitly bring to their games are simply not consistent enough to give judges the impression that the difference between a player's performance and a player's performance in a specific area is minimal.,1,,1
422,117,ilm,agreement_subj-long,The mistake beginners often make when %% are %%.,(S (NP (NP (DT The) (NN mistake)) (SBAR (S (NP (NNS beginners)) (ADVP (RB often)) (VP (VBP make) (SBAR (WHADVP (WRB when)) (S (NP (PRP they)) (VP (VBP start) (ADVP (RP out)) (PP (IN in) (NP (DT the) (JJ first) (NN place)))))))))) (VP (VBZ is) (S (VP (VBG making) (NP (NP (DT the) (NN mistake)) (PP (IN of) (S (VP (VBG having) (NP (NP (ADJP (RB too) (JJ much)) (NN information)) (CC and) (NP (ADJP (RB too) (JJ little)) (NN information))) (SBAR (WHADVP (WRB when)) (S (NP (PRP they)) (VP (VBP are) (PP (IN at) (NP (PRP it))) (ADVP (RB right) (RB away)))))))))))) (. .)),The mistake beginners often make when they start out in the first place is making the mistake of having too much information and too little information when they are at it right away.,1,,1
423,95,ilm,agreement_subj-long,The mistake beginners often make when %% are %%.,(S (NP (NP (DT The) (NN mistake)) (SBAR (S (NP (NNS beginners)) (ADVP (RB often)) (VP (VBP make) (SBAR (WHADVP (WRB when)) (S (NP (PRP they)) (VP (VBP start)))))))) (VP (VP (VBZ is) (SBAR (IN that) (S (NP (PRP they)) (VP (VBP do) (RB n't) (VP (VB know) (SBAR (WHADVP (WRB how)) (S (VP (TO to) (VP (VB use) (NP (NP (DT the) (NN material)) (SBAR (S (NP (PRP they)) (VP (VBP learn)))))))))))))) (: ;) (S (NP (PRP they)) (VP (VBP are) (VP (VBG learning) (SBAR (WHNP (WP what)) (S (NP (PRP they)) (VP (MD ca) (RB n't) (VP (VB do))))))))) (. .)),The mistake beginners often make when they start is that they don't know how to use the material they learn; they are learning what they can't do.,1,,1
424,318,ilm,agreement_subj-with-coord,The director and %% is %%.,(S (S (NP (NP (DT The) (NN director)) (CC and) (NP (DT the) (NN cinematographer))) (VP (VBP are) (PP (IN in) (NP (DT the) (NN theater))))) (CC and) (S (NP (DT the) (NN camera)) (VP (VBZ is) (PP (IN on) (NP (DT the) (NN floor))))) (. .)),The director and the cinematographer are in the theater and the camera is on the floor.,1,,1
425,209,ilm,agreement_subj-with-coord,The director and %% is %%.,"(S (NP (NP (NP (DT The) (NN director) (CC and) (NN screenwriter)) (PP (IN of) (`` ``) (NP (VBN Lost)))) (, ,) ('' '') (NP (NNP John) (NNP Singleton)) (, ,)) (VP (VBZ is) (ADVP (RB now)) (VP (VBG directing) (NP (DT the) (JJ British) (NN thriller) (`` ``) (NX (NP (DT The) (NNP Last) (NNP King)) (PP (IN of) (NP (NNP Scotland)))) (, ,) ('' '') (SBAR (WHNP (WDT which)) (S (VP (MD will) (VP (VB be) (VP (VBN produced) (PP (IN by) (NP (NNP DreamWorks) (NNP Pictures))))))))))) (. .))","The director and screenwriter of``Lost ,""John Singleton, is now directing the British thriller``The Last King of Scotland ,""which will be produced by DreamWorks Pictures.",1,,0
426,23,ilm,agreement_subj-with-coord,The reporter and %% was %%.,"(S (NP (NP (DT The) (NN reporter)) (CC and) (NP (NP (NP (DT the) (NN reporter) (POS 's)) (NN companion)) (, ,) (NP (NP (DT a) (NN reporter)) (PP (IN for) (NP (DT The) (NNP New) (NNP York) (NNP Times)))) (, ,))) (VP (VBD were) (PP (IN on) (NP (NN hand))) (, ,) (SBAR (IN as) (SINV (VP (VBD was)) (NP (NP (DT the) (NN woman) (POS 's)) (NN husband))))) (. .))","The reporter and the reporter's companion, a reporter for The New York Times, were on hand, as was the woman's husband.",1,,1
427,80,ilm,agreement_subj-with-coord,The reporter and %% was %%.,"(S (NP (NP (DT The) (NN reporter)) (CC and) (NP (PRP she))) (VP (VBD was) (ADJP (JJ unable) (S (VP (TO to) (VP (VP (VB reach) (NP (PRP him)) (PP (IN at) (NP (DT the) (NN airport)))) (, ,) (SBAR (WHNP (WDT which)) (S (VP (MD would) (VP (VB have) (VP (VBN been) (NP (DT a) (NN disaster)))))))))))) (. .))","The reporter and she was unable to reach him at the airport, which would have been a disaster.",0,,0
428,182,ilm,agreement_subj-with-PP,The films about %% has %%.,(S (NP (NP (DT The) (NNS films)) (PP (IN about) (NP (DT the) (JJ same) (NN subject)))) (VP (VBZ has) (VP (VBN been) (VP (VBN shown) (PP (PP (IN at) (NP (NP (QP (JJR more) (IN than) (CD 50)) (NNS shows)) (PP (IN in) (NP (CD 40) (NNS countries))))) (CC and) (PP (IN at) (NP (QP (JJR more) (IN than) (CD 60)) (NNS screenings))))))) (. .)),The films about the same subject has been shown at more than 50 shows in 40 countries and at more than 60 screenings.,0,,0
429,100,ilm,agreement_subj-with-PP,The films about %% has %%.,(NP (NP (DT The) (NNS films)) (VP (IN about) (NP (NP (DT a) (JJ young) (NN woman)) (SBAR (SBAR (WHNP (WP who)) (S (VP (VBZ has) (NP (NP (NNS dreams)) (PP (IN of) (S (VP (VBG becoming) (NP (DT a) (NN police) (NN officer))))))))) (CC and) (SBAR (WHNP (WP who)) (S (VP (VBZ wants) (S (NP (PRP$ her) (NNS parents)) (VP (TO to) (VP (VB buy) (NP (PRP her)) (NP (DT a) (NN car))))))))))) (. .)),The films about a young woman who has dreams of becoming a police officer and who wants her parents to buy her a car.,1,,1
430,302,ilm,agreement_subj-with-PP,The discovery of %% are %%.,(S (NP (NP (DT The) (NN discovery)) (PP (IN of) (NP (NP (JJ fossil) (NNS fuels)) (CC and) (NP (JJ other) (NNS gases)))) (PP (IN in) (NP (NP (DT the) (NN earth) (POS 's)) (NN atmosphere)))) (VP (VBP are) (NP (NP (DT another) (NN milestone)) (PP (IN in) (NP (DT the) (NN effort) (S (VP (TO to) (VP (VB sequester) (NP (NP (NN carbon) (NN dioxide)) (CC and) (NP (JJ other) (NN greenhouse) (NNS gases)))))))))) (. .)),The discovery of fossil fuels and other gases in the earth's atmosphere are another milestone in the effort to sequester carbon dioxide and other greenhouse gases.,0,,1
431,96,ilm,agreement_subj-with-PP,The discovery of %% are %%.,(S (NP (NP (DT The) (NN discovery)) (PP (IN of) (NP (DT these) (CD two) (NNS species)))) (VP (VBP are) (NP (NP (RB just) (DT the) (NN tip)) (PP (IN of) (NP (DT the) (NN iceberg))))) (. .)),The discovery of these two species are just the tip of the iceberg.,0,,0
432,31,ilm,agreement_subj,The policy %% are %%.,(S (NP (DT The) (NN policy)) (VP (VBZ has) (ADVP (RB also)) (VP (VBN been) (VP (VBN criticized) (PP (IN by) (NP (NP (JJ Democratic) (NNS lawmakers)) (SBAR (WHNP (WP who)) (S (VP (VBP are) (VP (VBG considering) (NP (NP (NNS ways)) (SBAR (S (VP (TO to) (VP (VB make) (S (NP (NP (PRP it))) (ADJP (RBR easier)) (SBAR (IN for) (S (NP (NNS companies)) (VP (TO to) (VP (VB opt) (PRT (RB out))))))))))))))))))))) (. .)),The policy has also been criticized by Democratic lawmakers who are considering ways to make it easier for companies to opt out.,1,,1
433,215,ilm,agreement_subj,The policy %% are %%.,(S (NP (DT The) (NN policy) (NNS changes)) (VP (VBP are) (VP (VBN expected) (S (VP (TO to) (VP (VB be) (VP (VBN put) (PP (IN into) (NP (NN effect))) (PP (IN by) (NP (NP (DT the) (NN end)) (PP (IN of) (NP (NNP May))))))))))) (. .)),The policy changes are expected to be put into effect by the end of May.,1,,0
434,5,ilm,agreement_subj,The reporter %% are %%.,"(S (NP (NP (DT The) (NN reporter)) (, ,) (SBAR (WHNP (WP who)) (S (VP (VBD declined) (S (VP (TO to) (VP (VB give) (NP (PRP$ her) (NN name)))))))) (, ,)) (VP (VP (VBD said) (SBAR (S (NP (PRP she)) (VP (VBD did) (RB not) (VP (VB know) (SBAR (WHNP (WP who)) (S (VP (MD would) (VP (VB be) (VP (VBN named))))))))))) (CC but) (VP (VBD suggested) (SBAR (IN that) (S (NP (NNS reporters)) (VP (VB are) (VP (VBN given) (NP (JJ extra) (NN protection)))))))) (. .))","The reporter, who declined to give her name, said she did not know who would be named but suggested that reporters are given extra protection.",1,,1
435,370,ilm,agreement_subj,The reporter %% are %%.,"(S (S (NP (DT The) (NN reporter)) (VP (VBD was) (NP (NP (DT a) (NN reporter)) (PP (IN for) (NP (NP (NP (DT The) (NNP Daily) (NNP News)) (CC and) (NP (DT The) (NNP Associated) (NNP Press))) (, ,) (RB not) (NP (DT The) (NNP Los) (NNP Angeles) (NNP Times))))))) (, ,) (CC and) (S (NP (PRP he)) (VP (VBD did) (RB not) (VP (VB work) (PP (IN for) (NP (NP (DT The) (NNP Los) (NNP Angeles) (NNP Times)) (, ,) (SBAR (WHNP (WDT which)) (S (VP (VBP are) (VP (VBN owned) (PP (IN by) (NP (NNP News) (NNP Corporation)))))))))))) (. .))","The reporter was a reporter for The Daily News and The Associated Press, not The Los Angeles Times, and he did not work for The Los Angeles Times, which are owned by News Corporation.",0,,1
436,353,ilm,clause_VP-gerund,Learning a foreign language %% believed would %%.,"(S (S (VP (VBG Learning) (NP (DT a) (JJ foreign) (NN language)))) (, ,) (NP (PRP they)) (VP (VBD believed) (SBAR (S (VP (MD would) (VP (VB help) (S (NP (PRP them)) (VP (VB understand) (SBAR (SBAR (WHADVP (WRB where)) (S (NP (PRP they)) (VP (VBD were) (VP (VBG coming) (PP (IN from)))))) (, ,) (SBAR (WHNP (WP what)) (S (NP (PRP they)) (VP (VBD were) (VP (VBG doing))))) (CC and) (SBAR (WHADVP (WRB why)) (S (NP (PRP they)) (VP (VBD were) (VP (VBG doing) (NP (PRP it)))))))))))))) (. .))","Learning a foreign language, they believed would help them understand where they were coming from, what they were doing and why they were doing it.",0,,0
437,429,ilm,clause_VP-gerund,Learning a foreign language %% believed would %%.,"(S (S (VP (VBG Learning) (NP (DT a) (JJ foreign) (NN language)))) (VP (MD would) (VP (VB require) (NP (NP (DT a) (ADJP (RB very) (JJ specialized)) (NN skill)) (: --) (S (NP (DT that)) (VP (VBZ is))) (, ,) (NP (NP (NNS skills)) (SBAR (WHNP (IN that)) (S (NP (PRP you)) (VP (VBD believed) (SBAR (S (VP (MD would) (VP (VB be) (ADJP (JJR easier)) (SBAR (IN for) (S (NP (NP (NN someone)) (SBAR (WHNP (WP who)) (S (VP (VBD was) (RB not) (VP (VBN raised) (PP (IN in) (NP (NP (DT a) (NN language)) (ADJP (JJ other) (PP (IN than) (NP (NNP English))))))))))) (VP (TO to) (VP (VB master)))))))))))))))) (. .))","Learning a foreign language would require a very specialized skill--that is, skills that you believed would be easier for someone who was not raised in a language other than English to master.",1,,1
438,186,ilm,clause_VP-gerund,Increasing the price %% argued could %%.,"(S (S (S (VP (VBG Increasing) (NP (NP (DT the) (NN price)) (PP (IN of) (NP (NN oil)))))) (VP (VBZ is) (NP (NP (DT the) (JJ only) (NN way)) (SBAR (S (VP (TO to) (VP (VB lower) (NP (NP (DT the) (NN cost)) (PP (IN of) (NP (NP (DT the) (NN oil)) (SBAR (S (NP (PRP it)) (VP (VBZ is) (VP (VBG being) (VP (VBN imported)))))))))))))))) (, ,) (NP (DT some) (NNS analysts)) (VP (VBD argued) (SBAR (S (VP (MD could) (VP (VB make) (S (NP (NP (DT the) (NN country) (POS 's)) (NN trade) (NN deficit)) (ADJP (JJR worse)))))))) (. .))","Increasing the price of oil is the only way to lower the cost of the oil it is being imported, some analysts argued could make the country's trade deficit worse.",0,,0
439,52,ilm,clause_VP-gerund,Increasing the price %% argued could %%.,"(S (S (VP (VBG Increasing) (NP (NP (DT the) (NN price)) (PP (IN of) (NP (NN oil)))))) (VP (VP (MD could) (VP (VB hurt) (NP (NP (DT the) (NNS economies)) (SBAR (WHNP (WDT that)) (S (VP (VBP are) (ADJP (JJ starved) (PP (IN for) (NP (NN energy)))))))))) (, ,) (CC and) (SBAR (WHNP (IN that)) (S (NP (JJ many) (NNS experts)) (VP (VBD argued) (VP (MD could) (VP (VB be) (NP (NP (DT a) (JJ major) (NN factor)) (PP (IN in) (NP (NP (DT the) (JJ rapid) (NN rise)) (PP (IN in) (NP (NN oil) (NNS prices)))))))))))) (. .))","Increasing the price of oil could hurt the economies that are starved for energy, and that many experts argued could be a major factor in the rapid rise in oil prices.",1,,0
440,230,ilm,clause_VP-with-PP-adjunct,%% covered in the show has %%.,"(S (NP (NP (PRP$ His) (ADJP (RBS most) (JJ recent)) (NN painting)) (, ,) (`` ``) (S (NP (PRP I)) (VP (VBP 'm) (RB not) (NP (DT the) (JJ only) (NN one)))) (, ,) ('' '') (VP (VBN covered) (PP (IN in) (NP (DT the) (NN show))))) (VP (VBZ has) (VP (VBN been) (NP (NP (DT the) (NN work)) (PP (IN of) (NP (NP (NNP Richard) (NNP Prince)) (, ,) (NP (NP (DT the) (NN director)) (PP (IN of) (NP (NP (NP (DT the) (NN museum) (POS 's)) (NNP New) (NNP York) (NN collection)) (, ,) (SBAR (WHNP (WDT which)) (S (VP (VBD began) (NP (PRP$ its) (NN run)) (PP (IN on) (NP (NNP Feb.) (CD 5)))))))))))))) (. .))","His most recent painting,``I'm not the only one ,""covered in the show has been the work of Richard Prince, the director of the museum's New York collection, which began its run on Feb. 5.",1,,1
441,406,ilm,clause_VP-with-PP-adjunct,%% covered in the show has %%.,"(FRAG (NP (DT No) (NN matter) (SBAR (WHADVP (WRB how) (JJ hard)) (S (NP (PRP you)) (VP (VBP try))))) (, ,) (VP (DT no) (NN matter) (WHNP (WP what))) (, ,) (S (VP (VBN covered) (PP (IN in) (NP (DT the) (NN show))))) (VP (VBZ has) (NP (NP (NN nothing)) (SBAR (S (VP (TO to) (VP (VB do) (PP (IN with) (NP (PRP$ your) (NN life))))))))) (. .))","No matter how hard you try, no matter what, covered in the show has nothing to do with your life.",1,,1
442,402,ilm,clause_VP-with-PP-adjunct,%% made by these candidates are %%.,"(S (NP (NP (NP (DT The) (NNS choices)) (PP (IN for) (NP (NP (DT the) (JJ next) (NN president)) (PP (IN of) (NP (DT the) (NNP United) (NNP States))) (, ,) (SBAR (WHADVP (WP whoever)) (S (NP (PRP he) (CC or) (PRP she)) (VP (VBZ chooses)))) (, ,)))) (VP (MD should) (VP (VB be) (VP (VBN made) (PP (IN by) (NP (DT these) (NNS candidates))))))) (VP (VBP are) (ADJP (JJ subject) (PP (TO to) (NP (NP (DT a) (JJ rigorous) (NN process)) (PP (IN of) (NP (JJ Congressional) (NN approval))))))) (. .))","The choices for the next president of the United States, whoever he or she chooses, should be made by these candidates are subject to a rigorous process of Congressional approval.",0,,1
